ZIP,LAT,LNG,City
93274,36.178091,-119.370752,Tulare
93276,35.299176,-119.358368,Tupman
93277,36.301334,-119.372586,Visalia
93280,35.652242,-119.446400,Wasco
93283,35.592099,-118.297698,Weldon
93285,35.715258,-118.507027,Wofford Heights
93286,36.462710,-119.093242,Woodlake
93287,35.757886,-118.988161,Woody
93291,36.391777,-119.372842,Visalia
93292,36.375590,-119.211689,Visalia
93301,35.384336,-119.020562,Bakersfield
93304,35.339702,-119.023451,Bakersfield
93305,35.389749,-118.985186,Bakersfield
93306,35.468183,-118.779649,Bakersfield
93307,35.245120,-118.941100,Bakersfield
93308,35.621087,-118.789677,Bakersfield
93309,35.342891,-119.064803,Bakersfield
93311,35.192404,-119.175866,Bakersfield
93312,35.393478,-119.120460,Bakersfield
93313,35.163190,-119.046322,Bakersfield
93314,35.393866,-119.244846,Bakersfield
93401,35.235750,-120.615973,San Luis Obispo
93402,35.295232,-120.835468,Los Osos
93405,35.296958,-120.733134,San Luis Obispo
93410,35.301200,-120.660937,San Luis Obispo
93420,35.176043,-120.476694,Arroyo Grande
93422,35.463544,-120.692911,Atascadero
93424,35.185911,-120.731793,Avila Beach
93426,35.848621,-120.938911,Bradley
93427,34.610436,-120.219523,Buellton
93428,35.585018,-121.041461,Cambria
93429,34.867662,-120.539904,Casmalia
93430,35.484966,-120.944417,Cayucos
93432,35.486805,-120.485271,Creston
93433,35.120888,-120.619664,Grover Beach
93434,34.919894,-120.604969,Guadalupe
93436,34.595669,-120.352667,Lompoc
93437,34.737964,-120.543739,Lompoc
93440,34.712216,-120.230146,Los Alamos
93441,34.770605,-119.985205,Los Olivos
93442,35.401934,-120.799362,Morro Bay
93444,35.037198,-120.504593,Nipomo
93445,35.044396,-120.620199,Oceano
93446,35.662509,-120.749865,Paso Robles
93449,35.165671,-120.655844,Pismo Beach
93450,36.085423,-120.818522,San Ardo
93452,35.746484,-121.223355,San Simeon
93453,35.303925,-120.256566,Santa Margarita
93454,34.923013,-120.259463,Santa Maria
93455,34.831792,-120.433509,Santa Maria
93458,34.959340,-120.490081,Santa Maria
93460,34.653533,-120.007153,Santa Ynez
93461,35.652911,-120.266428,Shandon
93463,34.624395,-120.137875,Solvang
93465,35.538809,-120.739893,Templeton
93501,35.067111,-118.184941,Mojave
93505,35.163740,-117.886527,California City
93510,34.450906,-118.227614,Acton
93512,37.891866,-118.554569,Benton
93513,37.131989,-118.155880,Big Pine
93514,37.492115,-118.390408,Bishop
93516,35.002282,-117.629941,Boron
93517,38.281108,-119.384449,Bridgeport
93518,35.385111,-118.491168,Caliente
93519,35.294349,-117.925785,Cantil
93522,36.316298,-117.592333,Ridgecrest
93523,34.957206,-117.827391,Edwards
93524,34.931987,-117.907127,Edwards
93526,36.823834,-118.281246,Independence
93527,36.119622,-118.177124,Inyokern
93528,35.371604,-117.643321,Johannesburg
93529,37.815507,-119.095647,June Lake
93530,36.475830,-117.860116,Lone Pine
93531,35.221906,-118.582566,Keene
93534,34.713292,-118.152920,Lancaster
93535,34.713656,-117.864660,Lancaster
93536,34.747390,-118.369249,Lancaster
93541,37.988074,-119.114386,Lee Vining
93543,34.481108,-117.982006,Littlerock
93544,34.495537,-117.756645,Llano
93545,36.556387,-118.054221,Lone Pine
93546,37.548799,-118.839818,Mammoth Lakes
93549,36.212203,-117.948532,Olancha
93550,34.408548,-118.123592,Palmdale
93551,34.604105,-118.239213,Palmdale
93552,34.570867,-118.023744,Palmdale
93553,34.407332,-117.911841,Pearblossom
93554,35.413944,-117.764333,Randsburg
93555,35.606509,-117.683472,Ridgecrest
93558,35.347928,-117.621393,Red Mountain
93560,34.866894,-118.339832,Rosamond
93561,35.118772,-118.493811,Tehachapi
93562,35.746463,-117.386604,"Trona, Inyo County, California"
93563,34.402521,-117.766066,Valyermo
93591,34.594480,-117.813666,Palmdale
93592,35.852815,-117.224709,"Trona, Inyo County, California"
93601,37.393471,-119.741037,Ahwahnee
93602,37.028835,-119.316654,Auberry
93603,36.622507,-118.957187,Badger
93604,37.344149,-119.422139,Bass Lake
93605,37.203158,-119.249243,Shaver Lake
93606,36.803197,-120.018564,Fresno
93608,36.492478,-120.355526,Cantua Creek
93609,36.526597,-119.864103,Caruthers
93610,37.098303,-120.281212,Chowchilla
93611,36.825296,-119.680190,Clovis
93612,36.814864,-119.710596,Clovis
93614,37.209821,-119.749802,Coarsegold
93615,36.503322,-119.286328,Cutler
93616,36.655353,-119.593861,Del Rey
93618,36.521012,-119.389446,Dinuba
93619,36.917573,-119.593481,Clovis
93620,37.020043,-120.625404,Dos Palos
93621,36.789273,-119.140345,Dunlap
93622,36.814503,-120.575240,Firebaugh
93623,37.494877,-119.644280,Fish Camp
93624,36.378434,-120.116591,Huron
93625,36.624539,-119.671874,Fowler
93626,37.043286,-119.691306,Friant
93627,36.474404,-120.061497,Helm
93628,36.772382,-118.935666,Hume
93630,36.727250,-120.123426,Kerman
93631,36.478239,-119.521370,Kingsburg
93634,37.223580,-119.000834,Lakeshore
93635,37.068068,-120.843579,Los Banos
93636,36.984885,-119.873914,Madera
93637,36.918079,-120.185933,Madera
93638,37.043434,-120.033693,Madera
93640,36.672683,-120.446521,Mendota
93641,36.697180,-119.022995,Miramonte
93643,37.224696,-119.470738,North Fork
93644,37.377787,-119.632385,Oakhurst
93646,36.644737,-119.289181,Orange Cove
93647,36.600760,-119.175485,Orosi
93648,36.620634,-119.520731,Parlier
93650,36.840813,-119.799812,Fresno
93651,36.999336,-119.518794,Prather
93652,36.595012,-119.904577,Raisin City
93653,37.248335,-119.944935,Raymond
93654,36.658709,-119.401274,Reedley
93656,36.450225,-119.934478,Riverdale
93657,36.817791,-119.457602,Sanger
93660,36.585446,-120.173897,San Joaquin
93662,36.536573,-119.638651,Selma
93664,37.129364,-119.219563,Shaver Lake
93665,36.960108,-120.648060,Dos Palos
93666,36.547067,-119.335641,Dinuba
93667,36.955940,-119.335294,Tollhouse
93668,36.650275,-120.284085,Tranquillity
93669,37.290563,-119.548406,"Wishon, California"
93673,36.452697,-119.482343,Kingsburg
93675,36.724723,-119.192779,Squaw Valley
93701,36.749661,-119.787685,Fresno
93702,36.739194,-119.753933,Fresno
93703,36.768860,-119.762393,Fresno
93704,36.799054,-119.801608,Fresno
93705,36.786671,-119.828335,Fresno
93706,36.652065,-119.906591,Fresno
93710,36.822349,-119.760243,Fresno
93711,36.834289,-119.833350,Fresno
93720,36.862209,-119.760793,Fresno
93721,36.732891,-119.783739,Fresno
93722,36.799361,-119.874794,Fresno
93723,36.793477,-119.956818,Fresno
93725,36.627211,-119.731888,Fresno
93726,36.793661,-119.761461,Fresno
93727,36.751519,-119.680602,Fresno
93728,36.757294,-119.818488,Fresno
93730,36.905389,-119.748632,Fresno
93901,36.636344,-121.623978,Salinas
93906,36.722714,-121.633649,Salinas
93907,36.769389,-121.667532,Salinas
93908,36.651745,-121.599444,Salinas
93921,36.553175,-121.923960,Carmel-by-the-Sea
93923,36.448672,-121.849502,Carmel-by-the-Sea
93925,36.588003,-121.398912,Chualar
93926,36.525870,-121.396735,Gonzales
93927,36.248797,-121.386631,Greenfield
93928,36.038868,-121.244009,Lockwood
93930,36.205060,-121.010363,King City
93932,35.989792,-121.055933,Lockwood
93933,36.686845,-121.786887,Marina
93940,36.574690,-121.840854,Monterey
93943,36.597004,-121.874136,Monterey
93950,36.621181,-121.925179,Pacific Grove
93953,36.585219,-121.945282,Pebble Beach
93954,36.133362,-120.928512,San Lucas
93955,36.614410,-121.786901,Seaside
93960,36.389618,-121.343146,Soledad
93962,36.624716,-121.646487,Spreckels
